veiculo_titulo,veiculo_link_lote,veiculo_imagem,veiculo_patio_uf,veiculo_ano_fabricacao,veiculo_km,veiculo_valor_lance_atual,veiculo_situacao,veiculo_data_leilao,veiculo_tipo_combustivel,veiculo_cor,veiculo_possui_chave,veiculo_tipo_retomada,veiculo_tipo,veiculo_valor_fipe,veiculo_fabricante,veiculo_modelo,veiculo_patio_uf_localizacao
HYUNDAI/HB20 COMFORT (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20-comfort-(4p)/ano.2015/db56a3ac-0351-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751458140976_1975a1e3-e9c8-45f8-a391-c5b6d17088e0_pequena_leilo.webp,AM,2015,107.452 km,"R$ 12.900,00",Leilão ao vivo em: 1 dia 15h38m27s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/S10 LS DD4 CABINE DUPLA,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/s10-ls-dd4-cabine-dupla/ano.2022/d04a1064-d341-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751458145832_1800f970-40dd-4514-ad58-5e42c9732d72_pequena_leilo.webp,DF,2021,23.607 km,"R$ 41.100,00",Leilão ao vivo em: 1 dia 15h38m57s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/SONIC LTZ NB AT (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/chevrolet/sonic-ltz-nb-at-(4p)/ano.2012/bf4fcad2-4a27-11ed-a391-02420a000011,https://leilo.cdndp.com.br/v1/arquivo/2025/7/2/1751458231333_0a647daa-6dc2-45f4-bc93-daa8030d7f7d_pequena_leilo.webp,GO,2012,145.964 km,"R$ 10.400,00",Leilão ao vivo em: 1 dia 15h39m26s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ASTRA HB 4P ADVANTAGE (2P/4P),https://leilo.com.br/leilao/candeias-bahia/carros/chevrolet/astra-hb-4p-advantage-(2p%2F4p)/ano.2011/ecf9a6be-ff47-11ef-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,BA,2010,N/A,"R$ 11.300,00",Leilão: Leilão: 08/07/2025 Ter • 17:00,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA HATCH S (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/ford/fiesta-hatch-s-(4p)/ano.2015/927155ae-4ad2-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,GO,2014,N/A,"R$ 12.600,00",Leilão: Leilão: 08/07/2025 Ter • 17:00,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FOCUS FC FLEX (4P),https://leilo.com.br/leilao/campo-grande-mato-grosso-do-sul/carros/ford/focus-fc-flex-(4p)/ano.2011/a929fa21-3d89-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,MS,2010,110.271 km,"R$ 9.900,00",Leilão: Leilão: 08/07/2025 Ter • 17:00,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/CRONOS DRIVE,https://leilo.com.br/leilao/benevides-para/carros/fiat/cronos-drive/ano.2023/bd9fde11-2c4f-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PA,2022,41.229 km,"R$ 20.800,00",Leilão ao vivo em: 1 dia 15h48m24s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/MOBI LIKE (4P),https://leilo.com.br/leilao/benevides-para/carros/fiat/mobi-like-(4p)/ano.2025/e97ab592-fde8-11ef-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634061526_fe84cdd7-ecf8-472b-93fa-bb3aef98c929_pequena_leilo.webp,PA,2024,8.847 km,"R$ 23.200,00",Leilão ao vivo em: 1 dia 15h48m54s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20S (4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/hyundai/hb20s-(4p)/ano.2014/846895f2-3d4b-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634213302_fcc5f747-c24c-4426-9711-6d56eaa9138f_pequena_leilo.webp,GO,2013,240.638 km,"R$ 12.100,00",Leilão ao vivo em: 1 dia 15h49m23s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEEP/RENEGADE LONGITUDE T270,https://leilo.com.br/leilao/porto-velho-rondonia/carros/jeep/renegade-longitude-t270/ano.2022/1a5b96e7-2ff0-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,RO,2022,59.034 km,"R$ 31.400,00",Leilão: Leilão: 08/07/2025 Ter • 17:00,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO ATTRACT (4P),https://leilo.com.br/leilao/candeias-bahia/carros/fiat/palio-attract-(4p)/ano.2016/8c45e7a2-3ccc-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634244741_7af11ee1-6d40-4192-9cac-5b60627aef5c_pequena_leilo.webp,BA,2016,142.914 km,"R$ 12.500,00",Leilão ao vivo em: 1 dia 15h50m22s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CAPTIVA SPORT FWD 4X2,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/chevrolet/captiva-sport-fwd-4x2/ano.2010/f2db7c64-a422-11ef-8e48-02420a000017,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634184008_f09bafe8-178a-4ebb-b3ac-5b1452de0b84_pequena_leilo.webp,DF,2010,155.513 km,"R$ 10.900,00",Leilão ao vivo em: 1 dia 15h50m52s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL MC4 (4P/2P),https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/volkswagen/gol-mc4-(4p%2F2p)/ano.2020/eaea9785-0b0b-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634240578_95eecb00-de06-4bcf-bd65-7eb3e04c7e9c_pequena_leilo.webp,DF,2019,124.821 km,"R$ 17.500,00",Leilão ao vivo em: 1 dia 15h52m21s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEUGEOT/207 XR (2P/4P),https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/peugeot/207-xr-(2p%2F4p)/ano.2011/b33654da-dbb1-11ee-843f-02420a00007b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,GO,2010,120.297 km,"R$ 6.200,00",Leilão: Leilão: 08/07/2025 Ter • 17:00,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CLASSIC LS (2P/4P),https://leilo.com.br/leilao/porto-velho-rondonia/carros/chevrolet/classic-ls-(2p%2F4p)/ano.2013/1cc574ed-0b02-11f0-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634152544_2202f2ec-e66f-4e90-b03e-69f6f0f294e7_pequena_leilo.webp,RO,2013,201.968 km,"R$ 8.500,00",Leilão ao vivo em: 1 dia 15h53m49s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEEP/COMPASS LONGITUDE F,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/jeep/compass-longitude-f/ano.2018/eb3b3a8d-2ff9-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634241270_845f7378-a5e7-4613-aa7b-f4aa71bd1b7a_pequena_leilo.webp,DF,2018,71.022 km,"R$ 49.000,00",Leilão ao vivo em: 1 dia 15h54m19s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HONDA/CITY EX FLEX (4P),https://leilo.com.br/leilao/candeias-bahia/carros/honda/city-ex-flex-(4p)/ano.2010/6c7b62eb-2d13-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634273896_c8c44962-e066-4cb6-bb32-b39db666de1f_pequena_leilo.webp,BA,2009,N/A,"R$ 13.000,00",Leilão ao vivo em: 1 dia 15h54m48s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MITSUBISHI/ASX AWD 4X4 CVT,https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/mitsubishi/asx-awd-4x4-cvt/ano.2016/2028b8f5-2b52-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634272154_9354d246-a930-4ad0-baf8-f446ef861fa5_pequena_leilo.webp,MT,2015,90.655 km,"R$ 23.300,00",Leilão ao vivo em: 1 dia 15h55m18s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20 10M COMFORT,https://leilo.com.br/leilao/aparecida-de-goiania-goias/carros/hyundai/hb20-10m-comfort/ano.2024/c0c4ffc9-279a-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634123036_bb315c8d-ea2c-468f-8ea0-ed08a820080c_pequena_leilo.webp,GO,2024,N/A,"R$ 26.800,00",Leilão ao vivo em: 1 dia 15h55m47s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/DUSTER 2.0 D 4X2 AUTOMATICO,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/renault/duster-2.0-d-4x2-automatico/ano.2013/c511ca55-d432-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751634063923_cb3147c1-2771-4835-b45a-7f0b438dcd7b_pequena_leilo.webp,DF,2012,N/A,"R$ 14.200,00",Leilão ao vivo em: 1 dia 15h56m47s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA/ETIOS SD XLS (4P),https://leilo.com.br/leilao/cuiaba-mato-grosso/carros/toyota/etios-sd-xls-(4p)/ano.2016/ecdeb596-2297-11f0-bcc9-02420a000216,https://leilo.com.br/lote/fotos-modelo/carro.jpg,MT,2016,130.520 km,"R$ 13.800,00",Leilão: Leilão: 08/07/2025 Ter • 17:00,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CLASSIC LS (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/classic-ls-(2p%2F4p)/ano.2015/2e546628-46ea-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2014,75.178 km,"R$ 9.600,00",Leilão: Leilão: 08/07/2025 Ter • 17:00,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/POLO MCA,https://leilo.com.br/leilao/taguatinga-distrito-federal/carros/volkswagen/polo-mca/ano.2020/71f8f0b7-4216-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751574573308_71e91e35-20bc-4e11-ac56-823b0fc109e3_pequena_leilo.webp,DF,2020,52.938 km,"R$ 29.300,00",Leilão ao vivo em: 1 dia 15h59m15s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA/YARIS SEDAN XLS,https://leilo.com.br/leilao/benevides-para/carros/toyota/yaris-sedan-xls/ano.2024/2d5f4d61-1488-11f0-b6cf-02420a00009e,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751574570377_92fc43a2-b5e7-4036-ba67-1c5f6ffe210f_pequena_leilo.webp,PA,2023,25.297 km,"R$ 43.500,00",Leilão ao vivo em: 1 dia 15h59m44s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MITSUBISHI/PAJERO SPORT HPE,https://leilo.com.br/leilao/eusebio-ceara/carros/mitsubishi/pajero-sport-hpe/ano.2008/90299692-37fd-11f0-bd5d-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751574483051_ea1ea157-4ab6-402c-8842-d4862e301e0e_pequena_leilo.webp,CE,2008,167.106 km,"R$ 16.400,00",Leilão ao vivo em: 1 dia 16h1m14s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BYD/DOLPHIN MINI GS5EV (4P),https://leilo.com.br/leilao/benevides-para/carros/byd/dolphin-mini-gs5ev-(4p)/ano.2025/15526786-42d9-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,PA,2024,3.796 km,"R$ 32.500,00",Leilão ao vivo em: 1 dia 16h1m43s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/PRISMA LTZ 1.4 MECANICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-ltz-1.4-mecanico-(4p)/ano.2019/5d1effe6-3d74-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751574480907_c1f60f71-71f1-4bbb-b39e-bc57cec6d0a1_pequena_leilo.webp,CE,2019,N/A,"R$ 20.000,00",Leilão ao vivo em: 1 dia 16h2m13s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20S COMFORTLINE (4P),https://leilo.com.br/leilao/manaus-amazonas/carros/hyundai/hb20s-comfortline-(4p)/ano.2019/2cc24ff0-328e-11f0-9f79-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/4/1751649480577_1039524a-009d-4229-9581-0c5e1f4104be_pequena_leilo.webp,AM,2018,83.830 km,"R$ 19.200,00",Leilão ao vivo em: 1 dia 16h2m42s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PUNTO ATTRACTIVE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/punto-attractive-(4p)/ano.2016/e3b9337b-3295-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2015,58.352 km,"R$ 12.800,00",Leilão ao vivo em: 1 dia 16h2m58s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HONDA/CIVIC LXR (4P),https://leilo.com.br/leilao/porto-velho-rondonia/carros/honda/civic-lxr-(4p)/ano.2014/b7c519f8-4a27-11ed-a391-02420a000011,https://leilo.com.br/lote/fotos-modelo/carro.jpg,RO,2014,N/A,"R$ 15.700,00",Leilão ao vivo em: 1 dia 16h3m27s,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/SIENA EL FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/siena-el-flex-(4p)/ano.2015/b0aad8d8-3c03-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2014,N/A,"R$ 11.000,00",Leilão: Leilão: 08/07/2025 Ter • 17:00,08/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/ARGO,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/argo/ano.2022/d37ca9d3-fb78-11ef-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2021,N/A,"R$ 33.200,00",Leilão: Leilão: 09/07/2025 Qua • 12:30,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/STRADA FREEDOM CABINE SIMPLES,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/strada-freedom-cabine-simples/ano.2021/aa222fa3-2807-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2021,159.845 km,"R$ 42.800,00",Leilão: Leilão: 09/07/2025 Qua • 12:30,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX PLUS 10TAT NB,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-plus-10tat-nb/ano.2020/b3a218bd-41f8-11f0-b593-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2020,81.211 km,"R$ 38.200,00",Leilão ao vivo em: 2 dias 10h51m55s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA/YARIS SD XS AT,https://leilo.com.br/leilao/eusebio-ceara/carros/toyota/yaris-sd-xs-at/ano.2019/3d4b12d2-0331-11f0-8c72-02420a00002d,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2018,150.799 km,"R$ 42.000,00",Leilão: Leilão: 09/07/2025 Qua • 12:30,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX LT 1.4 MECANICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-lt-1.4-mecanico-(4p)/ano.2018/24d43023-147b-11f0-b6cf-02420a00009e,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2018,121.672 km,"R$ 31.700,00",Leilão ao vivo em: 2 dias 10h53m53s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/FIORINO ANCAR AMBULANCIA,https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/fiorino-ancar-ambulancia/ano.2018/bc53ac4f-dfd2-11ef-903d-02420a000042,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2017,153.590 km,-,Leilão: Leilão: 09/07/2025 Qua • 12:30,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX 10MT LT2,https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-10mt-lt2/ano.2025/6f10e428-ee17-11ef-bd15-02420a00000b,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2024,3.270 km,"R$ 46.800,00",Leilão ao vivo em: 2 dias 10h55m22s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GM - CHEVROLET TRACKER PREMIER 1.2 TURBO 12V FLEX AUT.,https://leilo.com.br/leilao/eusebio-ceara/carros/nome-padrao/gm---chevrolet-tracker-premier-1.2-turbo-12v-flex-aut./ano.2022/81b6d263-8b13-11ef-9045-02420a000083,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2021,113.243 km,"R$ 63.000,00",Leilão ao vivo em: 2 dias 10h55m49s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYUNDAI/HB20 COMFORT (4P),https://leilo.com.br/leilao/candeias-bahia/carros/hyundai/hb20-comfort-(4p)/ano.2015/73ad836f-47a2-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751551983008_cddda1e3-4ecd-435e-bc80-4078e4ad7878_pequena_leilo.webp,BA,2015,126.774 km,"R$ 23.600,00",Leilão ao vivo em: 2 dias 10h56m18s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOYOTA/COROLLA XEI FLEX (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/toyota/corolla-xei-flex-(4p)/ano.2014/bae91587-46b9-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751551980667_d942ea71-3ef2-4d94-abf7-b253a5c518df_pequena_leilo.webp,CE,2013,131.275 km,"R$ 45.500,00",Leilão ao vivo em: 2 dias 10h56m47s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/CLIO EXPRESSION 10 16VH (4P/2P),https://leilo.com.br/leilao/candeias-bahia/carros/renault/clio-expression-10-16vh-(4p%2F2p)/ano.2015/aec462a6-e09f-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751552013563_354f9c1e-c057-462a-8b61-2284d20dbeb3_pequena_leilo.webp,BA,2014,N/A,"R$ 17.100,00",Leilão ao vivo em: 2 dias 10h57m17s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/FLUENCE DYNAMIQUE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/fluence-dynamique-(4p)/ano.2016/71a87272-7d04-11ef-a1ff-02420a0000dd,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751552070621_1936023b-de5a-417b-b11f-30d8a991a44a_pequena_leilo.webp,CE,2015,192.777 km,"R$ 29.300,00",Leilão ao vivo em: 2 dias 10h57m46s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RENAULT/KWID ZEN 1.0 MECANICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/renault/kwid-zen-1.0-mecanico-(4p)/ano.2018/9b5035c9-42e5-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751544480730_f30f3fb3-2b8f-4d0e-906f-8c47a8fb09a8_pequena_leilo.webp,CE,2017,115.518 km,"R$ 20.800,00",Leilão ao vivo em: 2 dias 10h58m15s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/DOBLO ELX,https://leilo.com.br/leilao/candeias-bahia/carros/fiat/doblo-elx/ano.2008/6559e471-4601-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751551953075_2978cac4-bd92-492d-87a6-80634c0f50c3_pequena_leilo.webp,BA,2008,N/A,"R$ 16.600,00",Leilão ao vivo em: 2 dias 10h58m42s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FIAT/PALIO FIRE WAY (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/fiat/palio-fire-way-(4p)/ano.2016/cfe07433-4c6c-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751544451221_1fd09541-aa2e-4af7-8992-a83e6677c3e4_pequena_leilo.webp,CE,2015,248.842 km,"R$ 20.600,00",Leilão ao vivo em: 2 dias 10h59m3s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/FIESTA SEDAN 1.6 FLEX (4P),https://leilo.com.br/leilao/candeias-bahia/carros/ford/fiesta-sedan-1.6-flex-(4p)/ano.2013/9d5c1bf6-ed61-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751551923369_cf2dc2b6-9491-4825-b255-30c55c86a787_pequena_leilo.webp,BA,2012,203.167 km,"R$ 17.700,00",Leilão ao vivo em: 2 dias 10h59m32s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/KA SE B (4P),https://leilo.com.br/leilao/candeias-bahia/carros/ford/ka-se-b-(4p)/ano.2018/d7a9b251-dffc-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751544454207_0aefba42-0332-49e7-9c41-1977c909b1bd_pequena_leilo.webp,BA,2018,172.384 km,"R$ 23.800,00",Leilão ao vivo em: 2 dias 11h0s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FORD/KA HATCH SE 1.0 C (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/ford/ka-hatch-se-1.0-c-(4p)/ano.2019/25010223-ff3f-11ef-8c72-02420a00002d,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751551920650_4461a2c7-6e54-4be5-a678-9f07af08e165_pequena_leilo.webp,CE,2019,137.404 km,"R$ 24.900,00",Leilão ao vivo em: 2 dias 11h29s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-joye-(4p)/ano.2018/b07403ee-4dcf-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751551894221_bda380eb-9351-4e31-a087-1df37a811a79_pequena_leilo.webp,CE,2017,148.749 km,"R$ 25.700,00",Leilão ao vivo em: 2 dias 11h52s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL 1.0 (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-1.0-(2p%2F4p)/ano.2010/7a94c0be-de67-11ef-903d-02420a000042,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751551892073_42e4d8cb-19ca-4496-ad91-e920fc0880bb_pequena_leilo.webp,CE,2009,126.915 km,"R$ 12.900,00",Leilão ao vivo em: 2 dias 11h1m21s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/ONIX JOYE (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/onix-joye-(4p)/ano.2018/12d8fb5c-204d-11f0-bcc9-02420a000216,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751551952281_61bb7549-c1f1-4d71-a630-089e51f0b012_pequena_leilo.webp,CE,2018,103.034 km,"R$ 25.500,00",Leilão ao vivo em: 2 dias 11h1m50s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/PRISMA LT 1.4 MECANICO (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/prisma-lt-1.4-mecanico-(4p)/ano.2016/c61d93b9-ed43-11ef-bd15-02420a00000b,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751552100868_9c4185c2-8c71-44df-abfc-fe3c5d918c14_pequena_leilo.webp,CE,2016,224.049 km,"R$ 28.200,00",Leilão ao vivo em: 2 dias 11h2m19s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VOLKSWAGEN/GOL CITY MB S (2P/4P),https://leilo.com.br/leilao/eusebio-ceara/carros/volkswagen/gol-city-mb-s-(2p%2F4p)/ano.2015/34878e0d-487a-11f0-b593-02420a000005,https://leilo.cdndp.com.br/v1/arquivo/2025/7/3/1751544482394_ac9a0997-ef25-4ee8-a4c9-35bfc3182610_pequena_leilo.webp,CE,2014,113.666 km,"R$ 19.500,00",Leilão ao vivo em: 2 dias 11h2m49s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHEVROLET/CRUZE HATCH LT HB (4P),https://leilo.com.br/leilao/eusebio-ceara/carros/chevrolet/cruze-hatch-lt-hb-(4p)/ano.2012/7c647b33-f69f-11ef-9028-02420a000044,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2012,175.265 km,"R$ 28.200,00",Leilão ao vivo em: 2 dias 11h3m18s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JEEP/RENEGADE SPORT AUTOMATICO,https://leilo.com.br/leilao/eusebio-ceara/carros/jeep/renegade-sport-automatico/ano.2017/e23825b2-324d-11f0-9f79-02420a000005,https://leilo.com.br/lote/fotos-modelo/carro.jpg,CE,2016,151.950 km,"R$ 37.400,00",Leilão ao vivo em: 2 dias 11h3m48s,09/07/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
